,Unnamed: 0,Unnamed: 0.1,link,summary,purpose,lex_rank,edmunson,lead_cm,prsummarizer
793,793,136992240,https://api.github.com/repos/carlstrand/yellowcake,A starter project for creating lightning-fast websites with Gatsby v2 and Netlify-CMS v2 + Uploadcare intergration.,creating lightningfast websites with Gatsby v2 and NetlifyCMS v2 Uploadcare intergration ,gatsby static site generator netlify cms for content management see also netlify cms docs netlify cms repo get going hit the deploy to netlify button.,yellowcake an opinionated starter project for creating lightningfast websites with gatsby v2 and netlify cms v2.,yellowcake an opinionated starter project for creating lightningfast websites with gatsby v2 and netlify cms v2. gatsby static site generator netlify cms for content management,opinionated starter project for creating lightningfast websites with gatsby v2 and netlify [UNK]
794,794,137299224,https://api.github.com/repos/smallasa/cesi,CeSI is a web interface for managing multiple supervisors from the same place.,managing multiple supervisors from the same place ,installation methods chef cookbook package managers docker unavailable manuel instructions manuel instructions install dependencies for cesi api install cesi install cesi as a service running cesi with uwsgi you may want to run cesi using uwsgi or any other wsgi deamon.,cesi centralized supervisor interface cesi is a web interface for managing multiple supervisors from the same place.,cesi centralized supervisor interface cesi is a web interface for managing multiple supervisors from the same place. supervisor has its own web ui but managing,centralized supervisor interface for managing multiple supervisors from the same place
795,795,137492991,https://api.github.com/repos/davan690/jekyll-rss-feeds,Templates for rendering RSS feeds for your Jekyll blog,your Jekyll blog,a few liquid templates to use for rendering rss feeds for your jekyll blog.,jekyll rss feed templates note if youre a fan of this project you should checkout the sister project jekylljsonfeeds.,jekyll rss feed templates note if youre a fan of this project you should checkout the sister project jekylljsonfeeds. a few liquid templates to use,templates templates to generating a linked list
796,796,136997666,https://api.github.com/repos/technicaldada/pentbox,PentBox is a tool that allows us to create honeypot in our system this is written in ruby language.,create honeypot in our system this is written in ruby language ,version 1.0 first version of the program.,pentbox pentbox tutorial httpswww.kalilinux.in201905honeypot.html pentbox is a safety kit containing various tools for streamlining pentest conducting a job easily.,pentbox pentbox tutorial httpswww.kalilinux.in201905honeypot.html pentbox is a safety kit containing various tools for streamlining pentest conducting a job easily. it is programmed in ruby and,tutorial kit for streamlining pentest conducting a job easily
797,797,136577699,https://api.github.com/repos/JamesGin/PacketSender,"Network utility for sending / receiving TCP, UDP, SSL",sending receiving TCP UDP SSL,click send to immediately send.,packet sender packet sender is an open source utility to allow sending and receiving tcp udp and ssl encrypted tcp packets.,packet sender packet sender is an open source utility to allow sending and receiving tcp udp and ssl encrypted tcp packets. the mainline branch officially,source utility to allow sending and receiving tcp
798,798,136889445,https://api.github.com/repos/csteyn/AfricaSoilNutrients,Methodology for producing spatial predictions of soil nutrients for SubSaharan Africa,SubSaharan Africa,mamo t. et al. 2017 soil nutrient maps of subsaharan africa assessment of soil nutrient content at 250 m spatial resolution using machine learning.,subsaharan africa nutrient maps at 250 m resolution summary this repository contains r code and some outputs of spatial predictions related with the production of soil macro and micronutrients maps for subsaharan africa at 250 m spatial resolution and for standard depth interval of 0–30 cm.,subsaharan africa nutrient maps at 250 m resolution summary this repository contains r code and some outputs of spatial predictions related with the production of,code maps for generating spatial predictions
799,799,136982897,https://api.github.com/repos/ahamdy96/sdcc-examples,Code examples for microcontrollers ready to compile with SDCC,compile with SDCC,sdcc examples this repository includes code examples to use with sdcc an open source compiler for 8bit microcontrollers.,sdcc examples this repository includes code examples to use with sdcc an open source compiler for 8bit microcontrollers.,sdcc examples this repository includes code examples to use with sdcc an open source compiler for 8bit microcontrollers. these examples can help beginners to get,this repository includes code examples to use with sdcc an open source compiler for 8bit microcontrollers
800,800,136760233,https://api.github.com/repos/augustocristian/full-teaching-1,A web application to make teaching online easy.,make teaching online easy ,why has been selected as a demonstrator for the elastest project fullteaching has been selected as a demonstrator for the elastest project because of it usage of openvidu and completeness of its features.,copyright © 20172019 elastest.,copyright © 20172019 elastest. licensed under apache 2.0 license. fullteaching demonstrator for elastest webrtc what is elastest this repository is part of elastest which is,web application to simplify testing testing elastest
801,801,137206479,https://api.github.com/repos/IssacGan/Money-Laundering-Detector,Money Laundering Detector is to prove the hypothesis that a solution powered by Machine Learning and Behaviour Analytics will find… -> currently invisible transaction behaviour -> aberrations in transactions -> reduce review operations cost by lowering th,prove the hypothesis that a solution powered by Machine Learning and Behaviour Analytics will find… currently invisible transaction behaviour aberrations in transactions reduce review operations cost by lowering th,code machinelearninglayersrcdataengineeringprimarydatagenerator.py output machinelearninglayerdatasetsdatasetprimary.csv transform the attributes into features that can be feeded to the machine learning algorithm.,this codebase is to prove the hypothesis that a solution powered by machine learning and behaviour analytics will findâ€¦ currently invisible transaction behaviour aberrations in transactions reduce review operations cost by lowering the number of false positive alerts without using current framework of static rule based alert generation process steps to run the code download the golden dataset from httpswww.kaggle.comntnutestimonpaysim1data filter the golden dataset and scale down to only few entities unique nameorig and namedest with more than 40 transaction records for each entity.,this codebase is to prove the hypothesis that a solution powered by machine learning and behaviour analytics will findâ€¦ currently invisible transaction behaviour aberrations in,codebase codebase is to prove the hypothesis learning and behaviour analytics will findâ€¦
802,802,136571819,https://api.github.com/repos/AnalyticsInsightsNinja/Python_TidyData,How to use Python to understand data and transform the data into a tidy format ready to be used for modelling and visualisation.,modelling and visualisation ,instead of using various pandas commands at different instances and going back and forth to cross refer information data profile dataframe brings all information into a single dataframe.,pandas data exploration journey the pandas data exploration journey series will consist of following notebooks 1. data profiling 0116avautomateddataprofilingmsword.ipynb 2. data quality and transformations decisions 3. tidy data and data tranformations 4. analytics visualisations objective the main objective of this notebook is only to understand the data using data profiling.,pandas data exploration journey the pandas data exploration journey series will consist of following notebooks 1. data profiling 0116avautomateddataprofilingmsword.ipynb 2. data quality and transformations decisions,easy easy to understand the data using pandas data
803,803,137261380,https://api.github.com/repos/circakalos/SharePoint-Add-in-CSOM-BasicDataOperations,"Use the SharePoint client-side object model (CSOM) to perform create, read, update, and delete operations on lists and list items from a SharePoint Add-in.",perform create read update and delete operations on lists and list items from a SharePoint Addin ,press the delete the list button and the list is deleted.,topic sample products sharepoint office 365 languages c extensions contenttype samples technologies addins createddate 8172015 14030 pm basic crud operations in sharepoint addins using the clientside object model csom apis summary use the sharepoint clientside object model csom to perform create read update and delete operations on lists and list items from a sharepoint addin.,topic sample products sharepoint office 365 languages c extensions contenttype samples technologies addins createddate 8172015 14030 pm basic crud operations in sharepoint addins using the,clientside 365 sharepoint 365 sharepoint to provide read 365 languages and delete operations on lists and list
804,804,137456510,https://api.github.com/repos/drewhammond/liger,R package for integrating and analyzing multiple single-cell datasets,integrating and analyzing multiple singlecell datasets,in the fftw directory run additional instructions if necessary.,liger linked inference of genomic experimental relationships liger is a package for integrating and analyzing multiple singlecell datasets developed and maintained by the macosko lab.,liger linked inference of genomic experimental relationships liger is a package for integrating and analyzing multiple singlecell datasets developed and maintained by the macosko lab.,package provides functionality for integrating of genomic experimental singlecell
805,805,137365947,https://api.github.com/repos/Deewian/historian,A solution for extracting historical information from a Metasys® Server,extracting historical information from a Metasys® Server,password for the metasys application s service default time service to extract data from discovery the discovery app processes the network tree from the metasys and determines which api endpoints should be used for the extraction calls.,historical data extractor the historical data extractor is a series of apps that extract historical data from the metasys system into a data store of your choice and in a format that can be easily read by a bi tool such as power bi or tableau.,historical data extractor the historical data extractor is a series of apps that extract historical data from the metasys system into a data store of,code is a series of apps for you to extract historical data from the metasys system into a choice that can be easily read by in a format and in a choice or tableau
806,806,137208639,https://api.github.com/repos/cohubinc/cohub-core-circleci-dockerfile-wizard,Use CircleCI to build custom Docker images with combinations of common languages/dependencies,build custom Docker images with combinations of common languagesdependencies,circleci dockerfile wizard easily build docker images with different versionscombinations of common languagesdependencies for use on circleci.,circleci dockerfile wizard easily build docker images with different versionscombinations of common languagesdependencies for use on circleci.,circleci dockerfile wizard easily build docker images with different versionscombinations of common languagesdependencies for use on circleci. prerequisites circleci account docker hub account docker itself,wizard wizard to build docker for building docker images
807,807,137415263,https://api.github.com/repos/CrackerCat/Adhrit,Adhrit is an open source Android APK reversing and analysis tool that can help security researchers and CTF enthusiasts alike. The tool is an effort to cut down on the amount of time spent on reversing and basic reconnaissance of Android applications.,cut down on the amount of time spent on reversing and basic reconnaissance of Android applications ,adhrit is an open source android apk reversing and analysis tool that can help security researchers and ctf enthusiasts alike.,adhrit is an open source android apk reversing and analysis tool that can help security researchers and ctf enthusiasts alike.,adhrit is an open source android apk reversing and analysis tool that can help security researchers and ctf enthusiasts alike. the tool is an effort,is an source apk reversing and analysis tool that can help security researchers and ctf enthusiasts
808,808,137277125,https://api.github.com/repos/tanviet12/scribe-1,Scribe is a server for aggregating log data streamed in real time from a large number of servers.,aggregating log data streamed in real time from a large number of servers ,make sure that if you change configure.ac andor add macros run bootstrap.sh.,archived repo this is an archived project and is no longer supported or updated by facebook.,archived repo this is an archived project and is no longer supported or updated by facebook. please do not file issues or pullrequests against this,server for testing log time from real time from clients
809,809,136802711,https://api.github.com/repos/CapitaoCuecas/vagrant-lxc-base-boxes,Scripts for building vagrant-lxc 1.0+ base boxes,building vagrantlxc 10 base boxes,pre built base boxes note none of the base boxes below have a provisioner preinstalled distribution vagrantcloud box ubuntu precise 12.04 x8664 fgrehmprecise64lxc ubuntu trusty 14.04 x8664 fgrehmtrusty64lxc debian wheezy 7 x8664 fgrehmwheezy64lxc debian jessie 8 x8664 glenuxjessie64lxc centos 6 x8664 fgrehmcentos664lxc what makes up for a vagrantlxc base box see vagrantlxcboxes.md known issues we cant get the nfs client to be installed on the containers used for building ubuntu 13.04 13.10 14.04 base boxes.,vagrantlxc base boxes this repository contains a set of scripts for creating base boxes for usage with vagrantlxc 1.0. what distros versions can i build with this ubuntu precise 12.04 x8664 quantal 12.10 x8664 raring 13.04 x8664 saucy 13.10 x8664 trusty 14.04 x8664 utopic 14.10 x8664 vivid 15.04 x8664 wily 15.10 x8664 xenial 16.04 x8664 debian squeeze x8664 wheezy x8664 jessie x8664 stretch x8664 sid x8664 fedora 19 x8664 20 x8664 21 x8664 22 x8664 23 x8664 rawhide x8664 centos 6 x8664 7 x8664 building the boxes in order to build the boxes you need to have the template available on your machine.,vagrantlxc base boxes this repository contains a set of scripts for creating base boxes for usage with vagrantlxc 1.0. what distros versions can i build,set of scripts for creating base boxes
810,810,137308609,https://api.github.com/repos/Hatoris/modDetective,modDetective is a small Python tool that chronologizes files based on modification time in order to investigate recent system activity.,investigate recent system activity ,what is moddetective doing moddetective is very elementary in how it operates.,moddetective disclaimer this tool is still in very early stages of development.,moddetective disclaimer this tool is still in very early stages of development. please contact me on twitter kindredsec if you have any questionsconcernsrequests. i will,python tool to implement files based on modification time
811,811,137061497,https://api.github.com/repos/NioniosFr/ansible-role-hashicorp-app,An Ansible role to install any of the open sourced hashicorp packages,install any of the open sourced hashicorp packages,ansible role hashicorp application an ansible role to install hashicorp applications in a linux x8664 based system.,ansible role hashicorp application an ansible role to install hashicorp applications in a linux x8664 based system.,ansible role hashicorp application an ansible role to install hashicorp applications in a linux x8664 based system. requirements the role targets debian and rhel based,ansible role to install hashicorp applications in a linux x8664 based system
812,812,136689094,https://api.github.com/repos/jethrosun/rustlings,Small exercises to get you used to reading and writing Rust code!,reading and writing Rust code ,rustlings 🦀❤️ greetings and welcome to .,rustlings 🦀❤️ greetings and welcome to .,rustlings 🦀❤️ greetings and welcome to . this project contains small exercises to get you used to reading and writing rust code. this includes reading,small exercises to reading and reading and writing rust code
813,813,136770973,https://api.github.com/repos/Diffblue-benchmarks/Automvc-bee,Bee is an easy and high efficiency ORM framework.You don't need to write the Dao by yourself anymore(Coding Complexity is O(1) ). Bee是开发速度快、编码少、简单、高效的ORM框架，它的编码复杂度是O(1)，即用了Bee，你可以不用另外写dao代码。,write the Dao by yourself anymore Coding Complexity is O 1 Bee是开发速度快、编码少、简单、高效的ORM框架，它的编码复杂度是O 1 ，即用了Bee，你可以不用另外写dao代码。,all suidselectupdateinsertdelete operation use the same bee interfaceno longer need any new dao interface.,bee bee is an orm framework.,bee bee is an orm framework. bee is an easy and high efficiency orm framework. coding complexity is o1it means that bee will do the,orm framework to write the dao style bee
814,814,136794664,https://api.github.com/repos/Atul9/sozu,"Sōzu HTTP reverse proxy, configurable at runtime, fast and safe, built in Rust. It will be awesome when it will be ready. Not So Secret Project! Ping us on gitter to know more",know more,sōzu http reverse proxy it will be awesome when it will be ready goals build the most reliable reverse proxy ever it should never crash currently fixing the remaining panics you should not need to restart it it can receive configuration changes from a unix socket at runtime it should be able to upgrade without any downtime it should not have exploitable memory errors even if it has one workers will be sandboxed you set up a limit on the number of concurrent connections to a worker the reverse proxy will refuse new connections over that limit instead of requesting unavailable resources like memory building and starting requirements openssl 1.0.1 or above including librariesincludes ie apt install libssldev rpm install openssldevel you can create the required executables like this this will create the executable for the reverse proxy and to command it.,sōzu http reverse proxy it will be awesome when it will be ready goals build the most reliable reverse proxy ever it should never crash currently fixing the remaining panics you should not need to restart it it can receive configuration changes from a unix socket at runtime it should be able to upgrade without any downtime it should not have exploitable memory errors even if it has one workers will be sandboxed you set up a limit on the number of concurrent connections to a worker the reverse proxy will refuse new connections over that limit instead of requesting unavailable resources like memory building and starting requirements openssl 1.0.1 or above including librariesincludes ie apt install libssldev rpm install openssldevel you can create the required executables like this this will create the executable for the reverse proxy and to command it.,sōzu http reverse proxy it will be awesome when it will be ready goals build the most reliable reverse proxy ever it should never crash,http reverse proxy to be awesome
815,815,137296991,https://api.github.com/repos/CortexIntelligentAutomation/CTX-Variable-Rename,Allows a flow author to rename variables used by a Cortex flow or subtask.,rename variables used by a Cortex flow or subtask ,variable rename module the cortex variable rename module focuses on the updating of variable names within a flow or subtask both when the variables are declared in the variable store and when they are referred to in block properties.,variable rename module the cortex variable rename module focuses on the updating of variable names within a flow or subtask both when the variables are declared in the variable store and when they are referred to in block properties.,variable rename module the cortex variable rename module focuses on the updating of variable names within a flow or subtask both when the variables are,cortex module to cortex the cortex variable rename
816,816,136648704,https://api.github.com/repos/cryptobuks/duniter,Crypto-currency software to manage libre currency such as Ğ1. Moved to:,,talk aboutget involved in duniter project if you wish to participatedebate on duniter you can visit duniter forum join xmpp chatroom dunitermuc.duniter.org contact us directly at contactduniter.org subscribe to a mailing list for duniter nodes administrators developement duniter is using modules on different git repositories wotb compute web of trust.,duniter duniter previously ucoin is a libre software allowing to create a new kind of p2p cryptocurrencies based on individuals and universal dividend.,duniter duniter previously ucoin is a libre software allowing to create a new kind of p2p cryptocurrencies based on individuals and universal dividend. inspired by,libre software allowing to create a new kind of p2p cryptocurrencies based on individuals and universal
817,817,136676963,https://api.github.com/repos/code-hx/fastboot3DS,A homebrew bootloader for the Nintendo 3DS that is similar to android's fastboot.,android s fastboot ,from the fastboot3ds menu you may continue the boot process via continue boot chainload a .firm file via boot from file... access the boot menu via boot menu... or power off the console via the power button.,fastboot3ds a bootloader for the 3ds console written by derrek profi200 d0k3 fastboot3ds is a bootloader for the 3ds console intended to be installed to the firm0 partition.,fastboot3ds a bootloader for the 3ds console written by derrek profi200 d0k3 fastboot3ds is a bootloader for the 3ds console intended to be installed to,bootloader for the 3ds console written
818,818,136619378,https://api.github.com/repos/meganemura/faker,"A library for generating fake data such as names, addresses, and phone numbers.",generating fake data such as names addresses and phone numbers ,installing usage ensuring unique values deterministic random generators default blockchain books creature games japanese media movies music quotes tv shows customization contributing contact license note while faker generates data at random returned values are not guaranteed to be unique by default.,faker this gem is a port of perls datafaker library that generates fake data.,faker this gem is a port of perls datafaker library that generates fake data. it comes in very handy for taking screenshots taking screenshots for,port of perls datafaker library to generates fake data
819,819,137330797,https://api.github.com/repos/AshokVardhn/python_networking,"Collection of scripts and examples of Python code, libraries, and utilities for working with Network Devices.  ",working with Network Devices ,useful python libraries for network engineers collection of scripts and examples of python code libraries and utilities for working with network devices.,useful python libraries for network engineers collection of scripts and examples of python code libraries and utilities for working with network devices.,useful python libraries for network engineers collection of scripts and examples of python code libraries and utilities for working with network devices. the code in,python libraries for network engineers collection of scripts and examples of python code libraries and utilities for working with network
820,820,136559175,https://api.github.com/repos/dn7734/tether," A positioning engine to make overlays, tooltips and dropdowns better #hubspot-open-source",make overlays tooltips and dropdowns better hubspotopensource,please have a look at the documentation for a more detailed explanation of why you might need tether for your next project.,tether rotatinglight project status rotatinglight we at hubspot have been thrilled by tethers success however the demands of maintaining such a complex project have outstripped our willingness and ability to do so effectively as a quick glance at the issue tracker will tell you.,tether rotatinglight project status rotatinglight we at hubspot have been thrilled by tethers success however the demands of maintaining such a complex project have outstripped,small focused library for defining and managing the position of user interface
821,821,137248974,https://api.github.com/repos/webmazn/quicksearch,"A jQuery plugin for searching through tables, lists, etc quickly",searching through tables lists etc quickly,this project is very much dead and not maintained.,this project is very much dead and not maintained.,this project is very much dead and not maintained. its been 6 years since the last updates. dont expect this to work. jquery quicksearch plugin,jquery based plugin to filtering a quicksearch sets with user input
822,822,136731486,https://api.github.com/repos/jofen-ai/cartoonify,python app to turn a photograph into a cartoon,turn a photograph into a cartoon,raspberry pi installation requirements raspberry pi 3 rasbian stretch image on 16gb sd card 8gb too small internet access on the raspi pip python raspi camera v2 a button led 220 ohm resistor and breadboard optional thermal printer to suit a raspi 3. i used this printer here.,draw this.,draw this. draw this is a polaroid camera that draws cartoons. you point and shoot and out pops a cartoon the cameras best interpretation of,neural draw of a neural network for object recognition the google quickdraw dataset
823,823,137569818,https://api.github.com/repos/fukhaos/react-native-alphabetlistview,A Listview with a sidebar to jump to sections directly,sections directly,index number the index of the cell inside the current section sectionid string the id of the parent section isfirst boolean whether the cell is the first in the section islast boolean whether the cell is the last in the section item mixed the item to render offsety number the current y offset of the list view if you do not specify updatescrollstatetrue for the list component this props will always be 0 onselect function the function which should be called when a cell is being selected section list item component these props are automatically passed to your component sectionid string the id of the parent section title string the title for this section.,based on johanneslumpes reactnativeselectablesectionlistview thanks to him for the awesome component 99 of this component was done by johanneslumpe and i just replaced the deprecated api for newer react native version0.13 and used a little trick to support both ios and android platforms.,based on johanneslumpes reactnativeselectablesectionlistview thanks to him for the awesome component 99 of this component was done by johanneslumpe and i just replaced the deprecated,custom component to him for the awesome component
824,824,137197822,https://api.github.com/repos/julyml/jsoncons,"A C++, header-only library for constructing JSON and JSON-like text and binary data formats, with JSON Pointer, JSON Patch, JSONPath, CSV, MessagePack, CBOR, BSON, UBJSON",constructing JSON and JSONlike text and binary data formats with JSON Pointer JSON Patch JSONPath CSV MessagePack CBOR BSON UBJSON,the standard library containers are already supported and you can specialize jsontypetraits for your own types in the jsoncons namespace.,jsoncons jsoncons is a c headeronly library for constructing json and jsonlike data formats such as cbor.,jsoncons jsoncons is a c headeronly library for constructing json and jsonlike data formats such as cbor. it supports parsing jsonlike text or binary formats,c headeronly library for constructing json and jsonlike data formats
825,825,136658353,https://api.github.com/repos/cleandersonlobo/project-mobile-ruby,Example application in Ruby on Rails to mobile devices with JQuery. ,mobile devices with JQuery ,to start the console run rails console from the application directory.,welcome to rails rails is a webapplication framework that includes everything needed to create databasebacked web applications according to the modelviewcontrol pattern.,welcome to rails rails is a webapplication framework that includes everything needed to create databasebacked web applications according to the modelviewcontrol pattern. this pattern splits,webapplication framework that includes everything needed to create databasebacked web applications according to the modelviewcontrol pattern
826,826,137042134,https://api.github.com/repos/radixdlt/radixdlt-swift,A Swift library for interacting with a RADIX Distributed Ledger.,interacting with a RADIX Distributed Ledger ,table of contents changelog features getting started architecture design choices dependencies contribute links license features radix application the is the api layer this library exposes to you as a client developer.,radix swift library radixdltswift is a swift client library for interacting with a radix distributed ledger written in swift 5.1.,radix swift library radixdltswift is a swift client library for interacting with a radix distributed ledger written in swift 5.1. ❗️ xcode 11 is required,swift library for interacting with a radix distributed ledger written in swift
827,827,137051236,https://api.github.com/repos/xinsun-leo/docker-xs-dev-dash,":chart_with_upwards_trend: Docker image for dashboarding stack using InfluxDB, Grafana and nginx",dashboarding stack using InfluxDB Grafana and nginx,to enter the container use which will drop you into a container with all of the services running the cron jobs log both stdout and stderr of their last run to files in the root directory if you want to expose the influxdb ports then you can do so as follows customisation for other teams most of the scripts to gather data have all of their parameters at the top.,dockerxsdevdash a docker image for the xenserver ring3 teams information radiatory dashboard using influxdb and grafana.,dockerxsdevdash a docker image for the xenserver ring3 teams information radiatory dashboard using influxdb and grafana. there are scripts to query the rest apis of,docker image for the xenserver ring3 teams teams dashboard using influxdb and [UNK]
828,828,137315408,https://api.github.com/repos/StreamVBV/pubg-performance,PUBG Ultimate Performance Guide by Stream aka In It to Win it,Win it,if you have 50mb set it to 50mb.,hello its your boy ‘stream’ aka ‘in it to win it’ here.,hello its your boy ‘stream’ aka ‘in it to win it’ here. its been almost 2.5 years since i started playing pubg. we all know,guide to kill your fps and dealing with performance
829,829,137458999,https://api.github.com/repos/PreciselyAlyss/sample-image-skills,???? Box Skills samples for processing image files,processing image files,however the audio video image and document sample skills repositories in box community can provide some guidance or inspiration on what you can built upon or deployed asis.,box skills samples custom skills for processing images these are community created box skills samples for processing image files on box.,box skills samples custom skills for processing images these are community created box skills samples for processing image files on box. by clicking on each,samples api to extract image files
830,830,137532084,https://api.github.com/repos/LucaCappelletti94/random_dict,Simple python package to generate random dictionaries of given types.,generate random dictionaries of given types ,how do i install this package as usual just download it using pip .. code shell pip install randomdict tests coverage since some software handling coverages sometime get slightly different results heres three of them coveralls sonarcoverage codeclimatecoverage usage examples randomstringdict this function will generate a dictionary with given at most and of type .,randomdict travis sonarquality sonarmaintainability codacy codeclimatemaintainability pip downloads simple python package to generate random dictionaries of given types.,randomdict travis sonarquality sonarmaintainability codacy codeclimatemaintainability pip downloads simple python package to generate random dictionaries of given types. how do i install this package as,python package to generate random dictionaries of given types
831,831,136707936,https://api.github.com/repos/BrandyLover/Arduino_STM32,"Arduino STM32. Hardware files to support STM32 boards, on Arduino IDE 1.8.x including LeafLabs Maple and other generic STM32F103 boards",support STM32 boards on Arduino IDE 18x including LeafLabs Maple and other generic STM32F103 boards,under no circumstances should these files be used in relation to any critical systems.,arduino stm32 notice this software is experimental and a work in progress.,arduino stm32 notice this software is experimental and a work in progress. under no circumstances should these files be used in relation to any critical,hardware files to support stm32 based boards on arduino
832,832,136972781,https://api.github.com/repos/gongxihai22/layaair,"LayaAir is an open-source HTML5 engine.It provides Canvas and WebGl for rendering, if Webgl is not supported, it switch automatically into Canvas mode. LayaAir Engine is designed for high performance games and support ActionScript 3.0, TypeScript, JavaScr",high performance games and support ActionScript 30 TypeScript JavaScr,layaair engine is designed for high performance games and support actionscript 3.0 typescript javascript programming language.,layaair is an opensource html5 engine it provides canvas and webgl for rendering if webgl is not supported it switch automatically into canvas mode.,layaair is an opensource html5 engine it provides canvas and webgl for rendering if webgl is not supported it switch automatically into canvas mode. layaair,is an html5 engine to rendering animation and support actionscript is [UNK]
833,833,136709553,https://api.github.com/repos/EspoirX/PreferenceRoom,:house_with_garden: Android processing library for managing  SharedPreferences persistence efficiently and structurally.,managing SharedPreferences persistence efficiently and structurally ,index 1.preferenceentity keyname typeconverter preferencefunction encryptentity 2.preferencecomponent 3.dependency injection 4.usage in kotlin 5.proguardrules 6.debugging with stetho preferenceentity annotation makes sharedpreferences data as an entity.,preferenceroom android processor library for managing sharedpreferences persistence efficiently and structurally.,preferenceroom android processor library for managing sharedpreferences persistence efficiently and structurally. preferenceroom is inspired by architecture components room persistence and dagger. preferenceroom integrates scattered sharedpreferences,android processor library for managing sharedpreferences persistence efficiently and structurally
834,834,137504455,https://api.github.com/repos/miaort/spbestwarmup,Tired of waiting for SharePoint pages to load? Want something easy to support? That works on all versions? This warmup script is for you!,you ,deletes any task scheduler job named spbestwarmup sit back and enjoy screenshots install farm wide manual run manual run with custom url parameter admin tip after reboot run this command to manually trigger the job and warm up iis custom urls use the paramter to add custom urls from the command line.,description tired of waiting for sharepoint pages to load want something easy to support that works on all versions this warmup script is for you i used several different warmup scripts.,description tired of waiting for sharepoint pages to load want something easy to support that works on all versions this warmup script is for you,tired of waiting for sharepoint pages to load want
835,835,136742795,https://api.github.com/repos/opentelekomcloud-blueprints/training-env,Scripts for preparing training environments,preparing training environments,more information about the installed software can be found here httpsgithub.comkanbanikkanbanikwikiinstallationguide creating usage deleting usage gitlab subdirectory .gitlab this set of terraform files will generate a security group a loadbalancer listner on port 8080 a centos host a backend server group which the host is assigned to after creating these objects terraform will execute an ansible playbook to configure the gitlab host gitlabansibleplaybook.yml.,training environment introduction this terraform script generates an otc environment for a classroom based paas training.,training environment introduction this terraform script generates an otc environment for a classroom based paas training. the training explains the basics of otc open telekom,terraform script to generates a otc environment on a classroom training
836,836,137330924,https://api.github.com/repos/xcgfth/pyAHP,Python library to perform Analytic Hierarchy Process.,perform Analytic Hierarchy Process ,a very simple model with three criteria and one criteria with two subcriteria and three alternatives is as follows supported methods there are a wide variety of methods available for calculating the priorities from preference matrices.,analytic hierarchy process solver the analytic hierarchy process ahp is a structured technique for organizing and analyzing complex decisions based on mathematics and psychology.,analytic hierarchy process solver the analytic hierarchy process ahp is a structured technique for organizing and analyzing complex decisions based on mathematics and psychology. it,flexible interface to build ahp models and solve them using a plethora and psychology
837,837,137032812,https://api.github.com/repos/pawan230890/Strongbox,"Strongbox is a Swift utility class for storing data securely in the keychain. Use it to store small, sensitive bits of data securely.",store small sensitive bits of data securely ,your project will have to have keychain sharing enabled for lockbox to access the keychain but you can remove any keychain groups that xcode adds.,strongbox strongbox is a swift utility class for storing data securely in the keychain.,strongbox strongbox is a swift utility class for storing data securely in the keychain. use it to store small sensitive bits of data securely. strongbox,swift utility class for storing data securely in the keychain use
838,838,136623477,https://api.github.com/repos/coleturner/jest-expect-codemod,"CodeMods for migrating `chai.assert`, `chai.expect`, `assert` -based test assertions to jest's `expect` assertions",jest s expect assertions,jestexpectcodemod codemods for migrating based test assertions to jests assertions this repository contains a collection of codemod scripts for use with jscodeshift.,jestexpectcodemod codemods for migrating based test assertions to jests assertions this repository contains a collection of codemod scripts for use with jscodeshift.,jestexpectcodemod codemods for migrating based test assertions to jests assertions this repository contains a collection of codemod scripts for use with jscodeshift. currently we dont,collection of scripts for migrating based test to jests assertions
839,839,136874082,https://api.github.com/repos/Robinlovelace/photomapr,Package for converting geotagged photos into maps and booklets of where you've been,converting geotagged photos into maps and booklets of where you ve been,next steps clicking on photos in photomap opens photo autogeneration of photo albums with maps deployment of photomaps online,photomapr the goal of photomapr is to make it easier to create photomaps.,photomapr the goal of photomapr is to make it easier to create photomaps. a photomap is an interactive map which shows the location of places,the goal of photomapr is to make it easier to create photomaps a photomap is an interactive map which shows the location of a photomap
840,840,137039130,https://api.github.com/repos/singularitypostman/misultin,"Misultin (pronounced mee-sool-téen) is an Erlang library for building fast lightweight HTTP(S) servers, which also supports websockets.",building fast lightweight HTTP S servers which also supports websockets ,httpsgithub.comostinellimisultin features very fast http and https supports multiple websocket protocols drafthixie68 drafthixie76 drafthybi10 and drafthybi17 cookies session variables allows for chunked and byte streaming responses allows for streaming file upload via chunked encoding can serves static files from a directory though in production you should consider a specific server such as nginx to do so has many customization options maximum allowed connections maximum body size ... has a callback function for your logging needs supports unicode can start multiple servers on a single node can be used with or without parametrized modules can traps the client closing a browser in comet applications its very easy to use quick start the typical hello world example code is issuing the command will start an http server on port 8080 which will respond to every request with an hello world text.,misultin development has been discontinued.,misultin development has been discontinued. there currently are three main webserver libraries which basically do similar things mochiweb cowboy misultin mochiweb has been around the,development library for streaming solid away
841,841,136997288,https://api.github.com/repos/MxJRd/js-foundations,Challenge problems for testing JavaScript fundamentals.,testing JavaScript fundamentals ,no native methods allowed.,foundations sprint in this sprint youre going to practice your fundamentals by exploring how common javascript methods are actually just abstractions built on basic syntax.,foundations sprint in this sprint youre going to practice your fundamentals by exploring how common javascript methods are actually just abstractions built on basic syntax.,sprint going to practice your fundamentals by
